Timestamp,Value (kW-hr)
04-Feb-21 8:45:00 AM CET,741250
04-Feb-21 9:00:01 AM CET,741260
04-Feb-21 9:15:00 AM CET,741260
04-Feb-21 9:30:00 AM CET,741270
04-Feb-21 9:45:00 AM CET,741270
04-Feb-21 10:00:00 AM CET,741280
04-Feb-21 10:15:00 AM CET,741280
04-Feb-21 10:30:00 AM CET,741280
04-Feb-21 10:45:00 AM CET,741290
04-Feb-21 11:00:00 AM CET,741290
04-Feb-21 11:15:00 AM CET,741300
04-Feb-21 11:30:00 AM CET,741300
04-Feb-21 11:45:00 AM CET,741300
04-Feb-21 12:00:00 PM CET,741310
04-Feb-21 12:15:00 PM CET,741310
04-Feb-21 12:30:00 PM CET,741320
04-Feb-21 12:45:00 PM CET,741320
04-Feb-21 1:00:00 PM CET,741330
04-Feb-21 1:15:00 PM CET,741330
04-Feb-21 1:30:00 PM CET,741340
04-Feb-21 1:45:00 PM CET,741340
04-Feb-21 2:00:00 PM CET,741340
04-Feb-21 2:15:00 PM CET,741350
04-Feb-21 2:30:00 PM CET,741350
04-Feb-21 2:45:00 PM CET,741360
04-Feb-21 3:00:00 PM CET,741360
04-Feb-21 3:15:00 PM CET,741370
04-Feb-21 3:30:00 PM CET,741370
04-Feb-21 3:45:00 PM CET,741370
04-Feb-21 4:00:00 PM CET,741380
04-Feb-21 4:15:00 PM CET,741380
04-Feb-21 4:30:00 PM CET,741390
04-Feb-21 4:45:00 PM CET,741390
04-Feb-21 5:00:00 PM CET,741400
04-Feb-21 5:15:00 PM CET,741400
04-Feb-21 5:30:00 PM CET,741410
04-Feb-21 5:45:00 PM CET,741410
04-Feb-21 6:00:00 PM CET,741410
04-Feb-21 6:15:00 PM CET,741420
04-Feb-21 6:30:00 PM CET,741420
04-Feb-21 6:45:00 PM CET,741430
04-Feb-21 7:00:00 PM CET,741430
04-Feb-21 7:15:01 PM CET,741440
04-Feb-21 7:30:00 PM CET,741440
04-Feb-21 7:45:00 PM CET,741450
04-Feb-21 8:00:00 PM CET,741450
04-Feb-21 8:15:00 PM CET,741460
04-Feb-21 8:30:00 PM CET,741460
04-Feb-21 8:45:00 PM CET,741460
04-Feb-21 9:00:00 PM CET,741460
04-Feb-21 9:15:00 PM CET,741460
04-Feb-21 9:30:00 PM CET,741460
04-Feb-21 9:45:00 PM CET,741460
04-Feb-21 10:00:00 PM CET,741460
04-Feb-21 10:15:00 PM CET,741460
04-Feb-21 10:30:00 PM CET,741460
04-Feb-21 10:45:00 PM CET,741460
04-Feb-21 11:00:00 PM CET,741460
04-Feb-21 11:15:00 PM CET,741470
04-Feb-21 11:30:00 PM CET,741470
04-Feb-21 11:45:00 PM CET,741470
05-Feb-21 12:00:00 AM CET,741470
05-Feb-21 12:15:01 AM CET,741470
05-Feb-21 12:30:00 AM CET,741470
05-Feb-21 12:45:00 AM CET,741470
05-Feb-21 1:00:00 AM CET,741470
05-Feb-21 1:15:00 AM CET,741470
05-Feb-21 1:30:00 AM CET,741470
05-Feb-21 1:45:00 AM CET,741470
05-Feb-21 2:00:01 AM CET,741470
05-Feb-21 2:15:00 AM CET,741470
05-Feb-21 2:30:00 AM CET,741480
05-Feb-21 2:45:00 AM CET,741480
05-Feb-21 3:00:00 AM CET,741480
05-Feb-21 3:15:00 AM CET,741480
05-Feb-21 3:30:00 AM CET,741480
05-Feb-21 3:45:00 AM CET,741480
05-Feb-21 4:00:00 AM CET,741480
05-Feb-21 4:15:00 AM CET,741480
05-Feb-21 4:30:00 AM CET,741480
05-Feb-21 4:45:00 AM CET,741480
05-Feb-21 5:00:00 AM CET,741480
05-Feb-21 5:15:00 AM CET,741480
05-Feb-21 5:30:00 AM CET,741490
05-Feb-21 5:45:00 AM CET,741490
05-Feb-21 6:00:00 AM CET,741500
05-Feb-21 6:15:00 AM CET,741500
05-Feb-21 6:30:00 AM CET,741510
05-Feb-21 6:45:00 AM CET,741510
05-Feb-21 7:00:00 AM CET,741520
05-Feb-21 7:15:00 AM CET,741520
05-Feb-21 7:30:00 AM CET,741530
05-Feb-21 7:45:00 AM CET,741530
05-Feb-21 8:00:00 AM CET,741530
05-Feb-21 8:15:00 AM CET,741540
05-Feb-21 8:30:00 AM CET,741540
05-Feb-21 8:45:00 AM CET,741550
05-Feb-21 9:00:00 AM CET,741550
05-Feb-21 9:15:00 AM CET,741550
05-Feb-21 9:30:00 AM CET,741560
05-Feb-21 9:45:00 AM CET,741560
05-Feb-21 10:00:00 AM CET,741570
05-Feb-21 10:15:00 AM CET,741570
05-Feb-21 10:30:00 AM CET,741580
05-Feb-21 10:45:00 AM CET,741580
05-Feb-21 11:00:00 AM CET,741580
05-Feb-21 11:15:00 AM CET,741590
05-Feb-21 11:30:01 AM CET,741590
05-Feb-21 11:45:00 AM CET,741600
05-Feb-21 12:00:00 PM CET,741600
05-Feb-21 12:15:00 PM CET,741610
05-Feb-21 12:30:00 PM CET,741610
05-Feb-21 12:45:00 PM CET,741620
05-Feb-21 1:00:00 PM CET,741620
05-Feb-21 1:15:00 PM CET,741620
05-Feb-21 1:30:00 PM CET,741630
05-Feb-21 1:45:00 PM CET,741630
05-Feb-21 2:00:00 PM CET,741640
05-Feb-21 2:15:00 PM CET,741640
05-Feb-21 2:30:00 PM CET,741650
05-Feb-21 2:45:00 PM CET,741650
05-Feb-21 3:00:00 PM CET,741650
05-Feb-21 3:15:00 PM CET,741660
05-Feb-21 3:30:00 PM CET,741660
05-Feb-21 3:45:00 PM CET,741670
05-Feb-21 4:00:01 PM CET,741670
05-Feb-21 4:15:01 PM CET,741680
05-Feb-21 4:30:00 PM CET,741680
05-Feb-21 4:45:00 PM CET,741690
05-Feb-21 5:00:00 PM CET,741690
05-Feb-21 5:15:00 PM CET,741690
05-Feb-21 5:30:00 PM CET,741700
05-Feb-21 5:45:00 PM CET,741700
05-Feb-21 6:00:00 PM CET,741710
05-Feb-21 6:15:01 PM CET,741710
05-Feb-21 6:30:00 PM CET,741720
05-Feb-21 6:45:00 PM CET,741720
05-Feb-21 7:00:00 PM CET,741730
05-Feb-21 7:15:00 PM CET,741730
05-Feb-21 7:30:01 PM CET,741730
05-Feb-21 7:45:00 PM CET,741740
05-Feb-21 8:00:00 PM CET,741740
05-Feb-21 8:15:00 PM CET,741750
05-Feb-21 8:30:00 PM CET,741750
05-Feb-21 8:45:00 PM CET,741750
05-Feb-21 9:00:01 PM CET,741750
05-Feb-21 9:15:00 PM CET,741750
05-Feb-21 9:30:00 PM CET,741750
05-Feb-21 9:45:00 PM CET,741750
05-Feb-21 10:00:00 PM CET,741750
05-Feb-21 10:15:00 PM CET,741750
05-Feb-21 10:30:00 PM CET,741750
05-Feb-21 10:45:00 PM CET,741750
05-Feb-21 11:00:00 PM CET,741750
05-Feb-21 11:15:00 PM CET,741750
05-Feb-21 11:30:00 PM CET,741750
05-Feb-21 11:45:00 PM CET,741750
