Timestamp,Value (L/s)
04-Feb-21 9:00:01 AM CET,2913
04-Feb-21 9:15:00 AM CET,2913
04-Feb-21 9:30:00 AM CET,2816
04-Feb-21 9:45:00 AM CET,2896
04-Feb-21 10:00:00 AM CET,2887
04-Feb-21 10:15:00 AM CET,2845
04-Feb-21 10:30:00 AM CET,2865
04-Feb-21 10:45:00 AM CET,2954
04-Feb-21 11:00:00 AM CET,2821
04-Feb-21 11:15:00 AM CET,2829
04-Feb-21 11:30:00 AM CET,2695
04-Feb-21 11:45:00 AM CET,2915
04-Feb-21 12:00:00 PM CET,2881
04-Feb-21 12:15:00 PM CET,2889
04-Feb-21 12:30:00 PM CET,2901
04-Feb-21 12:45:00 PM CET,2949
04-Feb-21 1:00:00 PM CET,2927
04-Feb-21 1:15:00 PM CET,2893
04-Feb-21 1:30:00 PM CET,2895
04-Feb-21 1:45:00 PM CET,2951
04-Feb-21 2:00:00 PM CET,2885
04-Feb-21 2:15:00 PM CET,2849
04-Feb-21 2:30:00 PM CET,3106
04-Feb-21 2:45:00 PM CET,2952
04-Feb-21 3:00:00 PM CET,2869
04-Feb-21 3:15:00 PM CET,2879
04-Feb-21 3:30:00 PM CET,2816
04-Feb-21 3:45:00 PM CET,2714
04-Feb-21 4:00:00 PM CET,2792
04-Feb-21 4:15:00 PM CET,2657
04-Feb-21 4:30:00 PM CET,2664
04-Feb-21 4:45:00 PM CET,2747
04-Feb-21 5:00:00 PM CET,2624
04-Feb-21 5:15:00 PM CET,2545
04-Feb-21 5:30:00 PM CET,2652
04-Feb-21 5:45:00 PM CET,2567
04-Feb-21 6:00:00 PM CET,2573
04-Feb-21 6:15:00 PM CET,0
04-Feb-21 6:30:00 PM CET,0
04-Feb-21 6:45:00 PM CET,0
04-Feb-21 7:00:00 PM CET,0
04-Feb-21 7:15:01 PM CET,0
04-Feb-21 7:30:00 PM CET,0
04-Feb-21 7:45:00 PM CET,0
04-Feb-21 8:00:00 PM CET,0
04-Feb-21 8:15:00 PM CET,0
04-Feb-21 8:30:00 PM CET,0
04-Feb-21 8:45:00 PM CET,0
04-Feb-21 9:00:00 PM CET,0
04-Feb-21 9:15:00 PM CET,0
04-Feb-21 9:30:00 PM CET,0
