Timestamp,Value (kW-hr)
04-Feb-21 9:30:00 AM CET,89106
04-Feb-21 9:45:00 AM CET,89107
04-Feb-21 10:00:00 AM CET,89107
04-Feb-21 10:15:00 AM CET,89108
04-Feb-21 10:30:00 AM CET,89109
04-Feb-21 10:45:00 AM CET,89109
04-Feb-21 11:00:00 AM CET,89110
04-Feb-21 11:15:00 AM CET,89112
04-Feb-21 11:30:00 AM CET,89113
04-Feb-21 11:45:00 AM CET,89114
04-Feb-21 12:00:00 PM CET,89116
04-Feb-21 12:15:00 PM CET,89117
04-Feb-21 12:30:00 PM CET,89118
04-Feb-21 12:45:00 PM CET,89119
04-Feb-21 1:00:00 PM CET,89120
04-Feb-21 1:15:00 PM CET,89121
04-Feb-21 1:30:00 PM CET,89122
04-Feb-21 1:45:00 PM CET,89124
04-Feb-21 2:00:00 PM CET,89126
04-Feb-21 2:15:00 PM CET,89128
04-Feb-21 2:30:00 PM CET,89130
04-Feb-21 2:45:00 PM CET,89131
04-Feb-21 3:00:00 PM CET,89131
04-Feb-21 3:15:00 PM CET,89131
04-Feb-21 3:30:00 PM CET,89131
04-Feb-21 3:45:00 PM CET,89131
04-Feb-21 4:00:00 PM CET,89131
04-Feb-21 4:15:00 PM CET,89131
04-Feb-21 4:30:00 PM CET,89131
04-Feb-21 4:45:00 PM CET,89131
04-Feb-21 5:00:00 PM CET,89132
04-Feb-21 5:15:00 PM CET,89132
04-Feb-21 5:30:00 PM CET,89133
04-Feb-21 5:45:00 PM CET,89134
04-Feb-21 6:00:00 PM CET,89134
04-Feb-21 6:15:00 PM CET,89135
04-Feb-21 6:30:00 PM CET,89136
04-Feb-21 6:45:00 PM CET,89137
04-Feb-21 7:00:00 PM CET,89137
04-Feb-21 7:15:01 PM CET,89138
04-Feb-21 7:30:00 PM CET,89139
04-Feb-21 7:45:00 PM CET,89139
04-Feb-21 8:00:00 PM CET,89140
04-Feb-21 8:15:00 PM CET,89141
04-Feb-21 8:30:00 PM CET,89141
04-Feb-21 8:45:00 PM CET,89142
04-Feb-21 9:00:00 PM CET,89143
04-Feb-21 9:15:00 PM CET,89143
04-Feb-21 9:30:00 PM CET,89144
04-Feb-21 9:45:00 PM CET,89145
04-Feb-21 10:00:00 PM CET,89146
04-Feb-21 10:15:00 PM CET,89146
04-Feb-21 10:30:00 PM CET,89147
04-Feb-21 10:45:00 PM CET,89148
04-Feb-21 11:00:00 PM CET,89148
04-Feb-21 11:15:00 PM CET,89149
04-Feb-21 11:30:00 PM CET,89150
04-Feb-21 11:45:00 PM CET,89150
05-Feb-21 12:00:00 AM CET,89151
05-Feb-21 12:15:01 AM CET,89152
05-Feb-21 12:30:00 AM CET,89152
05-Feb-21 12:45:00 AM CET,89153
05-Feb-21 1:00:00 AM CET,89154
05-Feb-21 1:15:00 AM CET,89155
05-Feb-21 1:30:00 AM CET,89155
05-Feb-21 1:45:00 AM CET,89156
05-Feb-21 2:00:01 AM CET,89157
05-Feb-21 2:15:00 AM CET,89157
05-Feb-21 2:30:00 AM CET,89158
05-Feb-21 2:45:00 AM CET,89159
05-Feb-21 3:00:00 AM CET,89159
05-Feb-21 3:15:00 AM CET,89160
05-Feb-21 3:30:00 AM CET,89161
05-Feb-21 3:45:00 AM CET,89161
05-Feb-21 4:00:00 AM CET,89162
05-Feb-21 4:15:00 AM CET,89163
05-Feb-21 4:30:00 AM CET,89164
05-Feb-21 4:45:00 AM CET,89164
05-Feb-21 5:00:00 AM CET,89165
05-Feb-21 5:15:00 AM CET,89166
05-Feb-21 5:30:00 AM CET,89166
05-Feb-21 5:45:00 AM CET,89167
05-Feb-21 6:00:00 AM CET,89168
05-Feb-21 6:15:00 AM CET,89168
05-Feb-21 6:30:00 AM CET,89169
05-Feb-21 6:45:00 AM CET,89170
05-Feb-21 7:00:00 AM CET,89170
05-Feb-21 7:15:00 AM CET,89171
05-Feb-21 7:30:00 AM CET,89172
05-Feb-21 7:45:00 AM CET,89173
05-Feb-21 8:00:00 AM CET,89173
05-Feb-21 8:15:00 AM CET,89174
05-Feb-21 8:30:00 AM CET,89175
05-Feb-21 8:45:00 AM CET,89175
05-Feb-21 9:00:00 AM CET,89176
05-Feb-21 9:15:00 AM CET,89176
05-Feb-21 9:30:00 AM CET,89176
05-Feb-21 9:45:00 AM CET,89176
05-Feb-21 10:00:00 AM CET,89176
05-Feb-21 10:15:00 AM CET,89176
05-Feb-21 10:30:00 AM CET,89176
05-Feb-21 10:45:00 AM CET,89176
05-Feb-21 11:00:00 AM CET,89176
05-Feb-21 11:15:00 AM CET,89176
